"participant","date","expName","response.keys","response.rt","count","sentence","sent_ident","left_variant","right_variant","left_ident","right_ident"
"60fd0ff","2023-06-20_19h30.28.456","idiolect_t1","right",7.1645,11,"In 2013, new guidelines were released regarding the recommended hours of physical activity _____ school.","LPOO","outside","outside of","noprep","addprep"
"60fd0ff","2023-06-20_19h30.28.456","idiolect_t1","right",14.345,12,"The next step is to spray _____ and observe their development over the following 24 hours.","SS2","the specimens with water","water on the specimens","with","on"
"60fd0ff","2023-06-20_19h30.28.456","idiolect_t1","left",6.5051,13,"The local population did everything they could to _____ protect themselves from the foreign invaders, but it was not enough.","LIT1","try to","try and","tryto","tryand"
"60fd0ff","2023-06-20_19h30.28.456","idiolect_t1","left",5.7985,14,"This time, _____ made the headlines for all the right reasons.","SN2","England's goalkeeper","the England goalkeeper","gen","mod"
"60fd0ff","2023-06-20_19h30.28.456","idiolect_t1","left",9.3462,15,"The ‘Green New Deal’ has stalled in the Senate, but _____ are still hopeful of movement in the coming days.","SG4","proponents of the bill","the bill's proponents","of","apost"
"60fd0ff","2023-06-20_19h30.28.456","idiolect_t1","left",6.7833,16,"While her writings do sometimes tend _____ the subjective, significant insight can be taken from her work.","LT1","towards","toward","towards","toward"
"60fd0ff","2023-06-20_19h30.28.456","idiolect_t1","left",5.3795,17,"The research assistant then gave _____ : keep the reward, or trade it for an unknown item.","SD5","Amy a choice","a choice to Amy","ditran","prep"
"60fd0ff","2023-06-20_19h30.28.456","idiolect_t1","right",10.4636,18,"His long absence undid much of the progress _____ had brought the town into competition with its rivals.","LR2","which","that","which","that"
"60fd0ff","2023-06-20_19h30.28.456","idiolect_t1","right",6.3822,19,"Conversely, the historian gave _____ for her breakthrough.","SD3","the credit to Sullivan","Sullivan the credit","prep","ditran"
"60fd0ff","2023-06-20_19h30.28.456","idiolect_t1","right",8.6153,20,"At its peak, the company employed _____ 200 workers.","LM1","more than","over","more","over"
"60fd0ff","2023-06-20_19h30.28.456","idiolect_t1","left",5.2984,21,"Grammatical information is expressed in many different ways across the _____ .","SG2","languages of the world","world’s languages","of","apost"
"60fd0ff","2023-06-20_19h30.28.456","idiolect_t1","left",6.5761,22,"Controversially, the company has continued to spray _____ , despite the ongoing protests.","SS1","pesticides on the fields","the fields with pesticides","on","with"
"60fd0ff","2023-06-20_19h30.28.456","idiolect_t1","left",6.7324,23,"However, this unforeseen event gave _____ as he pressed on with his agenda.","SD2","Henry the advantage","the advantage to Henry","ditran","prep"
"60fd0ff","2023-06-20_19h30.28.456","idiolect_t1","left",13.4429,24,"The villagers reverted to hunting, _____ trying to produce the required food solely from farming and agriculture.","LI1","instead of","rather than","instead","rather"
"60fd0ff","2023-06-20_19h30.28.456","idiolect_t1","left",6.0826,25,"The regime _____ last year, to public outcry.","SP3","brought back conscription","brought conscription back","cont","discont"
"60fd0ff","2023-06-20_19h30.28.456","idiolect_t1","left",6.6973,26,"The minister pushed ahead with the plan, _____ regard for the emotional wellbeing of those involved.","LNW1","without any","with no","without","withno"
"60fd0ff","2023-06-20_19h30.28.456","idiolect_t1","left",8.3519,27,"It was suggested that the suspect handed _____ just minutes before the incident.","SD1","the letter to Smith","Smith the letter","prep","ditran"
"60fd0ff","2023-06-20_19h30.28.456","idiolect_t1","right",6.3143,28,"The experimental results were then _____ the theoretical values.","LPCC","compared with","compared to","compwith","compto"
"60fd0ff","2023-06-20_19h30.28.456","idiolect_t1","left",7.3494,29,"The scheme encourages people not to _____ , but to return them to a bottle bank for a small refund.","SP2","throw their bottles away","throw away their bottles","discont","cont"
"60fd0ff","2023-06-20_19h30.28.456","idiolect_t1","left",4.4798,30,"Preparation and attention to detail in the design of the coding _____ reduce noise in the output.","LIH2","helps to","helps","helpto","help"
"60fd0ff","2023-06-20_19h30.28.456","idiolect_t1","left",4.022,31,"Indeed, similar themes can be found throughout _____ .","SG6","Shakespeare’s works","the works of Shakespeare","apost","of"
"60fd0ff","2023-06-20_19h30.28.456","idiolect_t1","left",3.8306,32,"The crisis has already affected around _____ the population.","LPOH","half of","half","addprep","noprep"
"60fd0ff","2023-06-20_19h30.28.456","idiolect_t1","right",6.8779,33,"In this kind of study, the responses elicited could be influenced by the _____ towards the participant.","SG5","attitude of the researcher","researcher’s attitude","of","apost"
"60fd0ff","2023-06-20_19h30.28.456","idiolect_t1","left",4.6612,34,"This is just one of several factors _____ may affect the efficacy of the treatment.","LR1","that","which","that","which"
"60fd0ff","2023-06-20_19h30.28.456","idiolect_t1","right",5.7939,35,"His failure handed _____ , and he seized it almost immediately.","SD4","Thompson an opportunity","an opportunity to Thompson","ditran","prep"
"60fd0ff","2023-06-20_19h30.28.456","idiolect_t1","left",6.6328,36,"The relevant parties would then consider whether to _____ persuade member states to ratify the amendment.","LIT2","try and","try to","tryand","tryto"
"60fd0ff","2023-06-20_19h30.28.456","idiolect_t1","left",5.714,37,"The award-winning filmmaker once said that the best advice he had ever received was simply to _____ and write.","SP1","pick up the pen","pick the pen up","cont","discont"
"60fd0ff","2023-06-20_19h30.28.456","idiolect_t1","left",5.7959,38,"A number of patients described experiencing a loss of consciousness _____ warning.","LNW2","with no","without any","withno","without"
"60fd0ff","2023-06-20_19h30.28.456","idiolect_t1","right",7.0487,39,"The possibility of offering a patient any experimental treatment is dependent on _____ .","SG3","that patient’s general health","the general health of that patient","apost","of"
"60fd0ff","2023-06-20_19h30.28.456","idiolect_t1","left",5.8108,40,"The study concluded that this kind of prejudice was _____ by evidence-based arguments.","LNU1","unaffected","not affected","un","not"
"60fd0ff","2023-07-21_14h02.33.701","idiolect_t2","left",7.5015,1,"His long absence undid much of the progress _____ had brought the town into competition with its neighbours.","LR2","that","which","that","which"
"60fd0ff","2023-07-21_14h02.33.701","idiolect_t2","right",5.2689,2,"Indeed, similar imagery can be found throughout _____ .","SG6","the works of Shakespeare","Shakespeare’s works","of","apost"
"60fd0ff","2023-07-21_14h02.33.701","idiolect_t2","right",5.6342,3,"The research assistant then gave _____ : keep the reward, or trade it for an unknown item.","SD5","a choice to Amy","Amy a choice","prep","ditran"
"60fd0ff","2023-07-21_14h02.33.701","idiolect_t2","right",10.3448,4,"Every area of the company experienced an increase in productivity _____ the R & D department, which is yet to implement the new system.","LPOE","except","except for","noprep","addprep"
"60fd0ff","2023-07-21_14h02.33.701","idiolect_t2","left",6.0157,5,"Nevertheless, the company has continued to spray _____ , despite the ongoing protests.","SS1","the fields with pesticides","pesticides on the fields","with","on"
"60fd0ff","2023-07-21_14h02.33.701","idiolect_t2","left",6.072,6,"The villagers reverted to hunting, _____ trying to produce the required food purely from farming and agriculture.","LI1","rather than","instead of","rather","instead"
"60fd0ff","2023-07-21_14h02.33.701","idiolect_t2","right",17.8874,7,"It was argued that the suspect handed _____ just minutes before the incident.","SD1","Smith the letter","the letter to Smith","ditran","prep"
"60fd0ff","2023-07-21_14h02.33.701","idiolect_t2","right",5.5028,8,"The report concluded that this kind of prejudice was _____ by evidence-based arguments.","LNU1","not affected","unaffected","not","un"
"60fd0ff","2023-07-21_14h02.33.701","idiolect_t2","left",6.8491,9,"There was a clear change in the test results before and after the participant _____ .","SP4","took off the glasses","took the glasses off","cont","discont"
"60fd0ff","2023-07-21_14h02.33.701","idiolect_t2","left",6.3362,10,"The present paper suggests that psychological analysis can _____ explain the recent upturn in hate speech across the USA.","LIH1","help to","help","helpto","help"
"60fd0ff","2023-07-21_14h02.33.701","idiolect_t2","left",4.0383,11,"On the contrary, the historian gave _____ for her breakthrough.","SD3","Sullivan the credit","the credit to Sullivan","ditran","prep"
"60fd0ff","2023-07-21_14h02.33.701","idiolect_t2","left",3.4059,12,"Indeed, _____ makes no such assurances regarding delivery times.","SN1","Ikea's website","the Ikea website","gen","mod"
"60fd0ff","2023-07-21_14h02.33.701","idiolect_t2","right",8.2224,13,"The relevant parties would then discuss whether to _____ persuade member states to ratify the amendment.","LIT2","try to","try and","tryto","tryand"
"60fd0ff","2023-07-21_14h02.33.701","idiolect_t2","left",4.1534,14,"The woman accidentally _____ , spilling water over herself.","SP5","knocked over the glass","knocked the glass over","cont","discont"
"60fd0ff","2023-07-21_14h02.33.701","idiolect_t2","left",5.7318,15,"The new education policy has stalled in the Senate, but _____ are still hopeful of movement in the coming weeks.","SG4","the bill's proponents","proponents of the bill","apost","of"
"60fd0ff","2023-07-21_14h02.33.701","idiolect_t2","left",4.1694,16,"The executives pushed ahead with the plan, _____ regard for the emotional wellbeing of those involved.","LNW1","with no","without any","withno","without"
"60fd0ff","2023-07-21_14h02.33.701","idiolect_t2","right",2.8699,17,"His failure handed _____ , and he seized it without hesitation.","SD4","an opportunity to Thompson","Thompson an opportunity","prep","ditran"
"60fd0ff","2023-07-21_14h02.33.701","idiolect_t2","right",3.2796,18,"This is just one of several factors _____ may affect the efficacy of the treatment.","LR1","which","that","which","that"
"60fd0ff","2023-07-21_14h02.33.701","idiolect_t2","right",6.2198,19,"The medication _____ so that the body can easily absorb them.","SP6","breaks harmful molecules down","breaks down harmful molecules","discont","cont"
"60fd0ff","2023-07-21_14h02.33.701","idiolect_t2","left",3.6848,20,"As multiple papers have noted, this methodology is _____ for studies taking place in certain territories.","LNU2","unsuitable","not suitable","un","not"
"60fd0ff","2023-07-21_14h02.33.701","idiolect_t2","right",9.5905,21,"Forethought and attention to detail in the design of the coding _____ reduce noise in the output.","LIH2","helps","helps to","help","helpto"
"60fd0ff","2023-07-21_14h02.33.701","idiolect_t2","left",8.1294,22,"The next step is to spray _____ and observe their development over the following 48 hours.","SS2","water on the specimens","the specimens with water","on","with"
"60fd0ff","2023-07-21_14h02.33.701","idiolect_t2","right",5.8541,23,"The situation has already affected around _____ the population.","LPOH","half","half of","noprep","addprep"
